id_distribucion;Id_oc;EMPRESA;CORREO;Fecha recepción correo;PROVEEDOR;Encargado Directo;CC;Categoria;Año;Mes;Cantidad;BASE;Base Total;Observacion;ESTADO;SOUL;FECHA DE CREACIÓN;Archivo;ITEM;EMPRESA_CC;Ciudad;Gerente cuentas;Gerente Operación;Jefe de operación;Cordinador;Site;id_campaña;cc_cont
61;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;BANCOLOMBIA - SUFI;IVR;2023;6;2053849;0,501476514;1029957,037;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;;Medellín;172;24301
62;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;BANCOLOMBIA - SUFI;SMS;2023;6;120495;1,9;228940,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;;Medellín;172;24301
63;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;BANCOLOMBIA - SUFI;Voice AMD - Answering Machine Detection;2023;6;146841;0,16666;24472,52106;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;;Medellín;172;24301
64;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CREDITEK;SMS;2023;6;2;1,9;3,8;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;;;;;;;;320;801
65;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2021;Email;2023;6;39686;0,75;29764,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
66;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2021;IVR;2023;6;24322;0,501674768;12201,7337;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
67;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2021;SMS;2023;6;343821;1,9;653259,9;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
68;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2021;Voice AMD - Answering Machine Detection;2023;6;1348;0,16666;224,65768;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
69;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022;Email;2023;6;17464;0,75;13098;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
70;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022;IVR;2023;6;8824;0,501680349;4426,8274;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
71;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022;SMS;2023;6;544757;1,9;1035038,3;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
72;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022;Voice AMD - Answering Machine Detection;2023;6;756;0,16666;125,99496;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
73;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022 - #2;Email;2023;6;26513;0,75;19884,75;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Pedro Franco;;;Aurora Vega;Medellín;856;20823
74;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022 - #2;IVR;2023;6;22568;0,500435546;11293,8294;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Pedro Franco;;;Aurora Vega;Medellín;856;20823
75;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022 - #2;SMS;2023;6;564708;1,9;1072945,2;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Pedro Franco;;;Aurora Vega;Medellín;856;20823
76;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022 - #2;Voice AMD - Answering Machine Detection;2023;6;1177;0,16666;196,15882;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;BOGOTA;Pedro Franco;;;Aurora Vega;Medellín;856;20823
77;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA BANCO SERFINANZA MEDELLÍN;Email;2023;6;10834;0,75;8125,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
78;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA BANCO SERFINANZA MEDELLÍN;IVR;2023;6;4890;0,501413885;2451,9139;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
79;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA BANCO SERFINANZA MEDELLÍN;SMS;2023;6;363164;1,9;690011,6;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
80;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CARTERA PROPIA BANCO SERFINANZA MEDELLÍN;Voice AMD - Answering Machine Detection;2023;6;328;0,16666;54,66448;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
81;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CREDIORBE - COBRANZAS MEDELLIN;IVR;2023;6;2827;0,500117863;1413,8332;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;;Medellín;103;21201
82;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;Doctor Peso- COBRANZA;Email;2023;6;19425;0,75;14568,75;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;;Medellín;302;20824
83;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;Doctor Peso- COBRANZA;IVR;2023;6;8685853;0,501761835;4358229,543;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;;Medellín;302;20824
84;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;Doctor Peso- COBRANZA;SMS;2023;6;1875253;1,9;3562980,7;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;;Medellín;302;20824
85;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;Doctor Peso- COBRANZA;Voice AMD - Answering Machine Detection;2023;6;804786;0,16666;134125,6348;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;;Medellín;302;20824
86;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;JUANCHO TE PRESTA;Email;2023;6;791;0,75;593,25;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;;Medellín;151;24001
87;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;JUANCHO TE PRESTA;IVR;2023;6;35987;0,50226843;18075,134;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;;Medellín;151;24001
88;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;JUANCHO TE PRESTA;SMS;2023;6;12731;1,9;24188,9;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;;Medellín;151;24001
89;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;JUANCHO TE PRESTA;Voice AMD - Answering Machine Detection;2023;6;149;0,16666;24,83234;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;;Medellín;151;24001
90;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;TUYA - COBRANZA MEDELLIN;Email;2023;6;6;0,75;4,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
91;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;TUYA - COBRANZA MEDELLIN;IVR;2023;6;23025836;0,500841497;11532294,16;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
92;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;TUYA - COBRANZA MEDELLIN;SMS;2023;6;14653525;1,9;27841697,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
93;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;TUYA - COBRANZA MEDELLIN;Voice AMD - Answering Machine Detection;2023;6;2968878;0,16666;494793,2075;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
94;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;Gerencia_Medellin;CLARO - HOGAR VENTAS MEDELLIN - CS;SMS;2023;6;852177;1,9;1619136,3;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;MEDELLÍN;Pedro Franco;;Jaime Celis;Sandra zapata;Medellín;139;20202
95;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;DENTIX;Email;2023;6;4707;0,75;3530,25;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;175;24401
96;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;DENTIX;SMS;2023;6;287437;1,9;546130,3;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;175;24401
97;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;DENTIX;VALIDADOR - INFOBIP;2023;6;4118;2,5;10295;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;VALIDADOR - INFOBIP;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;175;24401
98;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;ETB - COBRANZA;SMS;2023;6;607218;1,9;1153714,2;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;110;21101
99;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;GMF - BACK OFFICE;Email;2023;6;9146;0,75;6859,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;118;20301
100;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;GMF - BACK OFFICE;IVR;2023;6;693;0,5;346,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;118;20301
101;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;GMF - BACK OFFICE;SMS;2023;6;117524;1,9;223295,6;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;118;20301
102;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JOHN_JIMENEZ;PASH (PATPRIMO) - COBRANZA;SMS;2023;6;236461;1,9;449275,9;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Gina Niño;6;132;22701
103;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;BANCO POPULAR - TRADICIONAL;Email;2023;6;12840;0,75;9630;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;95;20702
104;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;BANCO POPULAR - TRADICIONAL;SMS;2023;6;177879;1,9;337970,1;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;95;20702
105;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;BANCO POPULAR - TRADICIONAL;VALIDADOR - INFOBIP;2023;6;1512;2,5;3780;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;VALIDADOR - INFOBIP;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;95;20702
106;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;EXPERIAN - COBRANZA;SMS;2023;6;45648;1,9;86731,2;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;112;21501
107;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;PUBLICAR - COBRANZA;Email;2023;6;15158;0,75;11368,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;135;23101
108;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;PUBLICAR - COBRANZA;VALIDADOR - INFOBIP;2023;6;20033;2,5;50082,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;VALIDADOR - INFOBIP;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;135;23101
109;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;WOM - COBRANZA;Email;2023;6;1091677;0,75;818757,75;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;6;278;25303
110;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;WOM - COBRANZA;IVR;2023;6;4006059;0,522881566;2094694,403;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;6;278;25303
111;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;WOM - COBRANZA;SMS;2023;6;6198546;1,9;11777237,4;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;6;278;25303
112;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE;WOM - COBRANZA;Voice AMD - Answering Machine Detection;2023;6;522683;0,16666;87110,34878;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Voice AMD - Answering Machine Detection;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;6;278;25303
113;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;Email;2023;6;90274;0,75;67705,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
114;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;"INSTANCIA PRIVADA SOFTWARE-Valor
Mensual Serv AWS";2023;6;1;11;11;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;AWS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
115;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;IVR;2023;6;801091;0,500793184;401180,9124;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
116;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;SMS;2023;6;6621888;1,9;12581587,2;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
117;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;Subscription Fee;2023;6;1;157779;157779;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Subscription Fee;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
118;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;JUAN_APONTE_2;CAMPAÑAS MASIVAS;VALIDADOR - INFOBIP;2023;6;16423;2,5;41057,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;VALIDADOR - INFOBIP;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
119;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - BANCO FALABELLA 2021;SMS;2023;6;339961,7368;1,9;645927,3;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
120;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - BANCO POPULAR 2020;SMS;2023;6;191468,4211;1,9;363790;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
121;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2021;SMS;2023;6;109306,8421;1,9;207683;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
122;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - TUYA BOGOTÁ - JUDICIALIZADA 2022;SMS;2023;6;263157,3684;1,9;499999;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
123;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - TUYA BOGOTÁ 2021;Email;2023;6;75757;0,75;56817,75;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
124;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA - TUYA BOGOTÁ 2021;SMS;2023;6;718904,3158;1,9;1365918,2;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
125;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA – TUYA BOGOTA 2022;SMS;2023;6;405902,1053;1,9;771214;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;;855;20822
126;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA – TUYA BOGOTA 2022 - #2;SMS;2023;6;415026,3158;1,9;788550;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;;855;20822
127;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CARTERA PROPIA BANCO SERFINANZA BOGOTÁ 1;SMS;2023;6;386778,9474;1,9;734880;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
128;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CLARO - COBRANZA;IVR;2023;6;49424904;0,501179252;24770736,43;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
129;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;SANDRA_CAMPO;CLARO - COBRANZA;SMS;2023;6;14621582;1,9;27781005,8;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
130;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;WILLIAM_CUELLAR;BANCO SERFINANZA - CARTERA;Email;2023;6;178714;0,75;134035,5;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;William Cuellar;Andres Cruz;6;96;20601
131;3;CS;Sin Titulo ;2023-07-06 00:00:00;INFOBIP;WILLIAM_CUELLAR;BANCO SERFINANZA - CARTERA;SMS;2023;6;3888054;1,9;7387302,6;;;SMS - INFOBIP - JUNIO;6/07/2023 0:00;BASE_JUNIO -2023.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;William Cuellar;Andres Cruz;6;96;20601
